#name, A, B
NODE_0000000, 0.04381350001062283, 0.9561864999893771
NODE_0000001, 0.04052556287094945, 0.9594744371290506
seq_0470, 0.0, 1.0
NODE_0000002, 0.01844573525675599, 0.981554264743244
seq_0315, 0.0, 0.9999999999999999
NODE_0000003, 0.019024870361640307, 0.9809751296383599
seq_0210, 0.0, 1.0
NODE_0000004, 0.012836224972769233, 0.9871637750272307
NODE_0000005, 0.010444080450037491, 0.9895559195499626
seq_0211, 0.0, 1.0
seq_0259, 0.0, 1.0
NODE_0000006, 0.010528027888660904, 0.9894719721113391
NODE_0000007, 0.021038153916548084, 0.9789618460834519
seq_0314, 0.0, 1.0
seq_0452, 0.0, 0.9999999999999999
NODE_0000008, 0.005431037582741485, 0.9945689624172586
NODE_0000009, 0.01934764772693854, 0.9806523522730615
seq_0409, 0.0, 1.0
seq_0451, 0.0, 1.0
NODE_0000010, 0.0049235491547499925, 0.99507645084525
seq_0964, 0.0, 1.0
NODE_0000011, 0.004653693075351774, 0.9953463069246481
seq_0269, 0.0, 1.0
NODE_0000012, 0.003131134690155162, 0.9968688653098449
seq_0310, 0.0, 1.0
NODE_0000013, 0.009247863946780765, 0.9907521360532193
NODE_0000014, 0.010116364753887212, 0.9898836352461127
seq_0313, 0.0, 1.0
seq_0457, 0.0, 1.0
NODE_0000015, 0.010203424655597955, 0.989796575344402
NODE_0000016, 0.014492762375678963, 0.985507237624321
seq_0311, 0.0, 1.0
seq_0459, 0.0, 1.0
NODE_0000017, 0.019003552654294556, 0.9809964473457055
seq_0463, 0.0, 1.0
seq_0466, 0.0, 0.9999999999999999
NODE_0000018, 0.00977529001455299, 0.990224709985447
seq_0312, 0.0, 0.9999999999999999
NODE_0000019, 0.010351162981348111, 0.9896488370186518
seq_0464, 0.0, 0.9999999999999999
NODE_0000020, 0.012718759465070294, 0.9872812405349298
seq_0458, 0.0, 1.0
NODE_0000021, 0.018120108261682682, 0.9818798917383172
NODE_0000022, 0.01693489032589626, 0.9830651096741038
seq_0446, 0.0, 1.0
seq_0462, 0.0, 1.0
NODE_0000023, 0.021363931007502352, 0.9786360689924977
NODE_0000024, 0.020974383904990235, 0.9790256160950097
seq_0376, 0.0, 1.0
seq_0694, 0.0, 0.9999999999999999
NODE_0000025, 0.011007761556428079, 0.988992238443572
seq_0467, 0.0, 1.0
seq_0710, 0.0, 1.0
NODE_0000026, 0.010583439224547504, 0.9894165607754525
seq_0572, 0.0, 1.0
NODE_0000027, 0.014222023813042103, 0.985777976186958
seq_0309, 0.0, 1.0
NODE_0000028, 0.016890328744914123, 0.9831096712550859
seq_1265, 0.0, 1.0
NODE_0000029, 0.016408362260882624, 0.9835916377391173
seq_0249, 0.0, 1.0
NODE_0000030, 0.0017057254600274729, 0.9982942745399724
NODE_0000031, 0.003591664234974986, 0.996408335765025
NODE_0000032, 0.008096894928237399, 0.9919031050717627
seq_0841, 0.0, 0.9999999999999999
seq_1247, 0.0, 0.9999999999999999
NODE_0000033, 0.0053969474441662455, 0.9946030525558338
NODE_0000034, 0.007054982558858438, 0.9929450174411416
seq_1240, 0.0, 0.9999999999999999
NODE_0000035, 0.02179719398539133, 0.9782028060146087
seq_0639, 0.0, 1.0
NODE_0000036, 0.02339823426892765, 0.9766017657310724
