#node	date	numeric date
NODE_0000059	1892-03-04	1892.172899
NODE_0000328	1960-11-27	1960.905466
seq_0470	1996-10-01	1996.750000
NODE_0000329	1975-04-20	1975.300765
seq_0315	1979-01-01	1979.001370
NODE_0000330	1977-05-06	1977.343983
seq_0210	1985-01-01	1985.001370
NODE_0000331	1981-02-16	1981.127219
NODE_0000332	1985-02-06	1985.098728
seq_0211	1987-01-01	1987.001370
seq_0259	1995-01-01	1995.001370
NODE_0000333	1982-02-27	1982.156681
NODE_0000334	1989-03-02	1989.166369
seq_0314	1995-01-01	1995.001370
seq_0452	1995-10-01	1995.749315
NODE_0000335	1983-06-13	1983.447103
NODE_0000336	1986-09-11	1986.695636
seq_0409	1994-01-01	1994.001370
seq_0451	1998-10-01	1998.749315
NODE_0000337	1983-07-22	1983.556126
seq_0964	1995-08-01	1995.582192
NODE_0000338	1983-08-14	1983.617638
seq_0269	1993-01-01	1993.001370
NODE_0000339	1984-02-26	1984.154919
seq_0310	1985-01-01	1985.001370
NODE_0000340	1989-09-17	1989.710086
NODE_0000342	1990-04-21	1990.301682
seq_0313	1996-01-01	1996.001366
seq_0457	1995-10-21	1995.804110
NODE_0000343	1989-11-26	1989.902208
NODE_0000344	1990-10-14	1990.783957
seq_0311	1999-01-01	1999.001370
seq_0459	2006-07-21	2006.552055
NODE_0000345	1991-09-18	1991.712440
seq_0463	2005-04-08	2005.267123
seq_0466	2002-03-06	2002.176712
NODE_0000346	1989-12-13	1989.949551
seq_0312	1998-01-01	1998.001370
NODE_0000347	1990-02-14	1990.121640
seq_0464	1999-06-16	1999.456164
NODE_0000348	1990-10-02	1990.753035
seq_0458	1998-11-19	1998.883562
NODE_0000349	1995-11-26	1995.903104
NODE_0000350	1996-12-29	1996.993660
seq_0446	2001-01-15	2001.039726
seq_0462	2006-05-05	2006.341096
NODE_0000351	1998-02-02	1998.089305
NODE_0000352	2005-11-10	2005.859170
seq_0376	2010-04-15	2010.286301
seq_0694	2013-08-21	2013.636986
NODE_0000353	2002-12-08	2002.935405
seq_0467	2004-09-08	2004.687158
seq_0710	2011-11-24	2011.897260
NODE_0000355	1984-10-03	1984.755465
seq_0572	2012-02-02	2012.088798
NODE_0000356	1986-03-09	1986.183994
seq_0309	1993-01-01	1993.001370
NODE_0000357	1987-01-23	1987.060343
seq_1265	2013-01-08	2013.020548
NODE_0000358	1990-04-14	1990.284533
seq_0249	1998-01-01	1998.001370
NODE_0000359	1994-01-11	1994.027544
NODE_0000360	1994-06-22	1994.471668
NODE_0000361	2001-10-30	2001.827765
seq_0841	2015-09-01	2015.667123
seq_1247	2003-01-01	2003.000000
NODE_0000362	1994-12-04	1994.925086
NODE_0000363	1995-03-22	1995.219315
seq_1240	2003-01-01	2003.000000
NODE_0000364	2000-07-13	2000.531516
seq_0639	2007-09-13	2007.700000
NODE_0000365	2001-09-03	2001.672704
seq_0640	2008-10-08	2008.769126
seq_0873	2016-11-11	2016.862022
NODE_0000366	1994-12-16	1994.958844
seq_0619	2012-07-01	2012.498634
NODE_0000367	1998-05-14	1998.364590
NODE_0000368	1999-03-28	1999.236348
seq_0648	2010-11-18	2010.880822
NODE_0000369	2007-08-26	2007.649493
seq_0649	2009-04-27	2009.319178
seq_0672	2012-01-01	2012.001366
NODE_0000370	1999-09-11	1999.693464
NODE_0000372	2007-01-28	2007.074831
seq_0372	2010-01-01	2010.001370
seq_1146	2019-12-09	2019.938356
NODE_0000373	2002-09-20	2002.720058
seq_0987	2014-01-08	2014.020548
NODE_0000374	2004-04-14	2004.284732
seq_0291	2009-02-26	2009.154795
NODE_0000375	2006-09-24	2006.729743
seq_0651	2008-12-18	2008.963115
NODE_0000376	2007-08-30	2007.660688
seq_0800	2016-05-09	2016.353825
NODE_0000377	2011-05-03	2011.334900
seq_0904	2016-01-26	2016.069672
seq_0995	2016-01-01	2016.001366
NODE_0000378	1999-11-10	1999.859904
NODE_0000379	2003-04-28	2003.320659
seq_1248	2004-01-01	2004.000000
NODE_0000380	2003-07-21	2003.551210
seq_0996	2014-01-01	2014.001370
NODE_0000381	2006-04-23	2006.308574
seq_0736	2013-12-18	2013.963014
seq_0811	2014-01-01	2014.001370
NODE_0000382	1999-12-23	1999.976095
seq_1102	2018-01-01	2018.001370
NODE_0000383	2000-02-11	2000.112607
seq_0652	2010-09-17	2010.710959
NODE_0000384	2002-07-20	2002.548829
NODE_0000385	2012-01-03	2012.005841
seq_1100	2018-01-01	2018.001370
seq_1101	2018-01-01	2018.001370
NODE_0000386	2003-12-06	2003.929119
seq_0650	2007-11-19	2007.883562
seq_0979	2012-03-20	2012.217213
NODE_0000388	2007-06-13	2007.447461
seq_1214	2020-11-25	2020.900273
NODE_0000389	2009-07-19	2009.546711
NODE_0000390	2011-01-01	2011.001370
seq_0718	2011-01-01	2011.001370
seq_1232	2022-03-01	2022.163014
NODE_0000391	2010-01-18	2010.048788
seq_1147	2020-02-05	2020.096995
NODE_0000392	2014-02-24	2014.148644
seq_1218	2020-03-03	2020.170765
seq_1222	2018-10-19	2018.798630
NODE_0000393	1994-03-25	1994.229174
NODE_0000485	1995-06-05	1995.426739
NODE_0000486	1996-02-02	1996.089653
seq_0616	2011-04-01	2011.247945
seq_0628	2008-12-10	2008.941257
NODE_0000487	1996-02-22	1996.143100
seq_0644	2005-07-01	2005.497260
seq_1246	2003-01-01	2003.000000
NODE_0000394	1994-05-04	1994.337151
NODE_0000395	2001-10-24	2001.811851
seq_0645	2005-07-01	2005.497260
seq_0657	2012-07-01	2012.498634
NODE_0000396	1994-06-10	1994.440230
seq_1241	2004-01-01	2004.000000
NODE_0000397	1994-08-31	1994.663576
NODE_0000399	1995-10-19	1995.799971
seq_0647	2005-07-01	2005.497260
NODE_0000400	2003-05-31	2003.413298
seq_0617	2012-07-01	2012.498634
seq_0653	2009-07-01	2009.497260
NODE_0000401	1994-12-13	1994.950397
seq_0659	2006-01-06	2006.015068
NODE_0000402	1995-06-12	1995.444726
seq_1244	2003-01-01	2003.000000
NODE_0000403	2003-05-13	2003.362730
seq_0626	2007-12-03	2007.921918
seq_0627	2009-07-07	2009.513699
NODE_0000405	1995-01-06	1995.015572
seq_0471	2001-10-01	2001.749315
NODE_0000406	1995-04-28	1995.322532
seq_0646	2006-11-30	2006.913699
NODE_0000407	1996-05-04	1996.340304
seq_0625	2006-07-20	2006.549315
seq_1243	2004-01-01	2004.000000
NODE_0000408	1994-12-25	1994.981673
NODE_0000409	2001-08-22	2001.640806
seq_1250	2004-01-01	2004.000000
NODE_0000410	2004-04-06	2004.264949
