#name, A, B
NODE_0000000, 0.281922267696891, 0.7180777323031091
NODE_0000001, 0.7792125218255114, 0.22078747817448852
NODE_0000002, 0.8763951604139636, 0.12360483958603637
seq_790, 0.9999999999999999, 0.0
NODE_0000003, 0.03913375937755523, 0.9608662406224449
NODE_0000004, 0.009529962618021285, 0.9904700373819787
seq_065, 0.0, 1.0
NODE_0000005, 0.000534077126975813, 0.9994659228730243
NODE_0000006, 3.0813307979939456e-06, 0.999996918669202
seq_100, 0.0, 1.0
seq_101, 0.0, 1.0
NODE_0000007, 0.972071417684233, 0.02792858231576701
seq_098, 0.0, 1.0
NODE_0000008, 0.9999985060700762, 1.4939299237362317e-06
seq_802, 1.0, 0.0
NODE_0000009, 0.999999632654064, 3.673459359954959e-07
seq_803, 1.0, 0.0
NODE_0000010, 0.9999422353885637, 5.7764611436218054e-05
seq_804, 0.9999999999999999, 0.0
NODE_0000011, 0.9999996718790081, 3.281209920640681e-07
seq_805, 1.0, 0.0
seq_924, 1.0, 0.0
NODE_0000012, 0.015841129805000402, 0.9841588701949996
seq_037, 0.0, 1.0
NODE_0000013, 0.012495984227659572, 0.9875040157723405
seq_040, 0.0, 1.0
NODE_0000014, 0.042369803708721974, 0.957630196291278
seq_039, 0.0, 1.0
NODE_0000015, 0.7362538935832519, 0.2637461064167481
NODE_0000016, 0.9999155373085341, 8.446269146593753e-05
seq_812, 0.9999999999999999, 0.0
NODE_0000017, 0.999999920720812, 7.927918787304871e-08
seq_801, 1.0, 0.0
seq_811, 1.0, 0.0
NODE_0000018, 0.7343273984738349, 0.2656726015261652
seq_714, 0.0, 1.0
NODE_0000019, 0.26883325349717174, 0.7311667465028282
seq_032, 0.0, 1.0
NODE_0000020, 0.2666401852346141, 0.7333598147653858
seq_162, 0.0, 1.0
NODE_0000021, 0.19106908158309083, 0.8089309184169092
seq_106, 0.0, 1.0
NODE_0000022, 0.1286993880102555, 0.8713006119897445
seq_049, 0.0, 1.0
NODE_0000023, 0.0870850514612626, 0.9129149485387374
NODE_0000024, 0.03859586098542882, 0.9614041390145713
seq_064, 0.0, 1.0
NODE_0000025, 0.024399350789022313, 0.9756006492109778
seq_130, 0.0, 1.0
seq_458, 0.0, 1.0
NODE_0000026, 0.03206938748053994, 0.9679306125194601
seq_713, 0.0, 0.9999999999999999
NODE_0000027, 0.03189174383050403, 0.968108256169496
NODE_0000028, 0.01781222123953936, 0.9821877787604606
seq_102, 0.0, 1.0
seq_584, 0.0, 1.0
NODE_0000029, 0.03523237945053278, 0.9647676205494672
seq_131, 0.0, 1.0
seq_132, 0.0, 1.0
NODE_0000030, 0.7466216620168382, 0.25337833798316184
NODE_0000031, 0.9906559826454191, 0.009344017354580996
seq_789, 1.0, 0.0
seq_034, 0.0, 1.0
seq_968, 1.0, 0.0
NODE_0000032, 0.4352344077788175, 0.5647655922211824
NODE_0000033, 0.13082449987554304, 0.8691755001244569
NODE_0000034, 0.0011907827859481191, 0.998809217214052
seq_022, 0.0, 0.9999999999999999
seq_025, 0.0, 0.9999999999999999
NODE_0000035, 0.06711385015571664, 0.9328861498442833
seq_021, 0.0, 1.0
NODE_0000036, 0.040017843965254186, 0.9599821560347458
seq_026, 0.0, 1.0
seq_027, 0.0, 1.0
NODE_0000037, 0.14014156468483882, 0.8598584353151613
seq_033, 0.0, 1.0
NODE_0000038, 0.10734615494597485, 0.8926538450540252
seq_030, 0.0, 0.9999999999999999
NODE_0000039, 0.06943167584745936, 0.9305683241525408
NODE_0000040, 0.046009921464992984, 0.9539900785350071
seq_126, 0.0, 1.0
NODE_0000041, 0.03302049971052797, 0.966979500289472
seq_123, 0.0, 1.0
NODE_0000042, 0.030718208082898126, 0.9692817919171018
seq_099, 0.0, 1.0
seq_124, 0.0, 1.0
NODE_0000043, 0.015408032422551109, 0.9845919675774489
NODE_0000044, 0.013024650902938703, 0.9869753490970612
seq_035, 0.0, 0.9999999999999999
seq_043, 0.0, 0.9999999999999999
NODE_0000045, 0.01710081231964091, 0.982899187680359
seq_036, 0.0, 1.0
NODE_0000046, 0.058726806646871466, 0.9412731933531285
seq_185, 0.0, 1.0
NODE_0000047, 0.16043527563628104, 0.8395647243637189
seq_041, 0.0, 1.0
NODE_0000048, 0.29144140210541375, 0.7085585978945862
seq_042, 0.0, 1.0
seq_788, 1.0, 0.0
NODE_0000049, 0.3341489375884171, 0.6658510624115829
NODE_0000050, 0.9996310657706484, 0.0003689342293515447
seq_806, 1.0, 0.0
NODE_0000051, 0.9999533614677969, 4.6638532203096015e-05
seq_807, 0.9999999999999999, 0.0
seq_808, 1.0, 0.0
NODE_0000052, 0.3017362289376925, 0.6982637710623075
seq_031, 0.0, 1.0
NODE_0000053, 0.3042763579214396, 0.6957236420785603
seq_797, 0.9999999999999999, 0.0
NODE_0000054, 0.22759155080950694, 0.772408449190493
seq_038, 0.0, 0.9999999999999999
NODE_0000055, 0.1872829173351819, 0.8127170826648182
NODE_0000056, 0.132319940750612, 0.8676800592493878
seq_119, 0.0, 1.0
seq_122, 0.0, 1.0
NODE_0000057, 0.15725266599345683, 0.8427473340065432
seq_048, 0.0, 0.9999999999999999
NODE_0000058, 0.06943718926774846, 0.9305628107322516
seq_121, 0.0, 0.9999999999999999
NODE_0000059, 0.05227864338082424, 0.9477213566191757
seq_029, 0.0, 1.0
seq_120, 0.0, 1.0
NODE_0000060, 0.9691738080626532, 0.03082619193734678
seq_800, 1.0, 0.0
NODE_0000061, 0.9729859507780216, 0.027014049221978465
NODE_0000062, 0.9999999699296885, 3.007031143931077e-08
NODE_0000063, 0.9999999839207765, 1.6079223500656273e-08
seq_777, 0.9999999999999999, 0.0
seq_793, 0.9999999999999999, 0.0
NODE_0000064, 0.9999995924455334, 4.0755446652518835e-07
seq_451, 0.0, 1.0
seq_794, 1.0, 0.0
NODE_0000065, 0.9999999834307434, 1.6569256685223873e-08
seq_796, 1.0, 0.0
NODE_0000066, 0.9999999078581342, 9.214186568229175e-08
seq_795, 1.0, 0.0
NODE_0000067, 0.004808071226224733, 0.9951919287737753
seq_505, 0.0, 1.0
seq_067, 0.0, 1.0
NODE_0000068, 0.9076791613691648, 0.09232083863083516
NODE_0000069, 0.9999959036656171, 4.096334382848967e-06
NODE_0000070, 0.9999991098200008, 8.901799990697916e-07
seq_776, 1.0, 0.0
NODE_0000071, 0.9999999977252142, 2.2747856889254806e-09
seq_775, 1.0, 0.0
seq_784, 0.9999999999999999, 0.0
NODE_0000072, 0.9989080134120337, 0.0010919865879662066
NODE_0000073, 0.999929182378203, 7.081762179700352e-05
