#node	date	numeric date
NODE_0000003	1894-06-23	1894.475262
NODE_0000062	1916-09-09	1916.690179
NODE_0000063	1929-11-11	1929.862611
NODE_0000064	1930-07-14	1930.534079
seq_059	1934-12-31	1934.998630
seq_060	1932-12-31	1932.998634
NODE_0000065	1931-02-18	1931.133814
NODE_0000066	1932-08-14	1932.617917
seq_062	1936-01-01	1936.001366
NODE_0000067	1933-11-26	1933.903659
NODE_0000068	1933-12-31	1933.998630
seq_025	1933-12-31	1933.998630
seq_049	1933-12-31	1933.998630
NODE_0000010	1934-01-01	1934.001370
seq_061	1935-01-01	1935.001370
seq_051	1934-01-01	1934.001370
NODE_0000071	1933-12-17	1933.959229
seq_056	1933-12-31	1933.998630
NODE_0000013	1933-12-31	1933.998630
seq_053	1933-12-31	1933.998630
seq_052	1933-12-31	1933.998630
NODE_0000073	1939-07-24	1939.560742
seq_031	1947-01-01	1947.001370
NODE_0000074	1940-01-13	1940.034576
seq_058	1942-01-01	1942.001370
NODE_0000075	--	--
seq_024	--	--
NODE_0000076	--	--
NODE_0000077	--	--
NODE_0000078	--	--
seq_037	--	--
seq_038	--	--
NODE_0000079	--	--
seq_032	--	--
NODE_0000080	--	--
seq_034	--	--
seq_043	--	--
NODE_0000081	--	--
seq_044	--	--
NODE_0000083	--	--
seq_225	--	--
seq_289	--	--
NODE_0000084	--	--
NODE_0000085	--	--
seq_007	--	--
seq_040	--	--
NODE_0000086	--	--
seq_008	--	--
seq_081	--	--
NODE_0000087	1918-01-01	1918.001370
seq_047	1918-01-01	1918.001370
NODE_0000088	1929-09-01	1929.666600
NODE_0000089	1930-06-27	1930.485204
seq_325	1931-01-11	1931.028767
NODE_0000090	1930-10-14	1930.784923
seq_324	1942-01-08	1942.020548
NODE_0000091	1930-12-25	1930.983279
seq_322	1931-01-11	1931.028767
seq_323	1931-01-11	1931.028767
NODE_0000092	1933-03-21	1933.218208
seq_255	1934-12-31	1934.998630
NODE_0000093	1956-06-13	1956.449552
seq_259	1957-01-01	1957.001370
NODE_0000094	1963-12-31	1963.997986
seq_258	1966-01-01	1966.001370
NODE_0000095	1964-11-11	1964.862826
seq_257	1976-01-01	1976.001366
NODE_0000096	1967-12-26	1967.985856
seq_256	1977-01-01	1977.001370
NODE_0000097	1973-01-15	1973.040983
NODE_0000098	1975-09-29	1975.743729
seq_046	1976-01-01	1976.001366
NODE_0000099	1977-07-23	1977.556460
seq_355	2005-01-01	2005.001370
NODE_0000100	1981-10-05	1981.760417
NODE_0000101	1996-07-08	1996.517017
seq_594	2003-08-01	2003.582192
NODE_0000102	1998-07-16	1998.537862
seq_282	2006-01-01	2006.001370
seq_351	2005-01-01	2005.001370
NODE_0000103	1988-10-18	1988.797255
seq_354	2004-01-01	2004.001366
NODE_0000104	1989-09-11	1989.694589
seq_352	2004-01-01	2004.001366
NODE_0000105	1991-01-01	1991.001293
