name,date
seq_001,2002-01-01
seq_002,2002-01-01
seq_003,1993-01-01
seq_004,1995-01-01
seq_005,1996-01-01
seq_006,1996-01-01
seq_007,1998-01-01
seq_008,1997-01-01
seq_009,1998-01-01
seq_010,1968-01-01
seq_011,1968-01-01
seq_012,1967-01-01
seq_013,1968-01-01
seq_014,1968-01-01
seq_015,1969-01-01
seq_016,2003-11-29
seq_017,1999-11-29
seq_018,1999-11-23
seq_019,1999-12-04
seq_020,1999-12-22
seq_021,2005-05-25
seq_022,1983-01-01
seq_023,1985-01-01
seq_024,1977-01-01
seq_025,1933-12-31
seq_026,1997-01-06
seq_027,1997-01-02
seq_028,1996-12-02
seq_029,1996-12-17
seq_030,1997-01-02
seq_031,1947-01-01
seq_032,1982-01-01
seq_033,2005-06-29
seq_034,1982-01-01
seq_035,1988-01-01
seq_036,1986-01-01
seq_037,1983-01-01
seq_038,1983-01-01
seq_039,2006-04-05
seq_040,1995-07-31
seq_041,2006-03-22
seq_042,2005-07-01
seq_043,1983-01-01
seq_044,1986-01-01
seq_045,1988-01-01
seq_046,1976-01-01
seq_047,1918-01-01
seq_048,2005-01-01
seq_049,1933-12-31
seq_050,1988-01-01
seq_051,1934-01-01
seq_052,1933-12-31
seq_053,1933-12-31
seq_054,1991-01-01
seq_055,1976-01-01
seq_056,1933-12-31
seq_057,2005-01-01
seq_058,1942-01-01
seq_059,1934-12-31
seq_060,1932-12-31
seq_061,1935-01-01
seq_062,1936-01-01
seq_063,1976-01-01
seq_064,1976-01-01
seq_065,1994-08-22
seq_066,1995-07-27
seq_067,1992-01-01
seq_068,2005-12-08
seq_069,1986-08-01
seq_070,1976-01-01
seq_071,2006-03-13
seq_072,2007-01-01
seq_073,2009-04-19
seq_074,2009-04-25
seq_075,2009-04-14
seq_076,2009-04-15
seq_077,2009-04-16
seq_078,2009-04-27
seq_079,2009-04-29
seq_080,2009-06-17
seq_081,2008-01-01
seq_082,2009-06-03
seq_083,2009-04-27
seq_084,2009-07-29
seq_085,2009-07-23
seq_086,2009-08-07
seq_087,2009-08-28
seq_088,2009-07-27
seq_089,2009-08-03
seq_090,2009-06-18
seq_091,2009-06-18
seq_092,2009-08-01
seq_093,2009-07-24
seq_094,2007-09-01
seq_095,2007-08-19
seq_096,2009-07-19
seq_097,2009-08-16
seq_098,2009-08-08
seq_099,2008-11-12
seq_100,2009-02-13
seq_101,2009-11-30
seq_102,2010-02-21
seq_103,2009-12-17
seq_104,2009-11-19
seq_105,2010-11-02
seq_106,2009-12-13
seq_107,2010-10-21
seq_108,2011-01-04
seq_109,2009-12-13
seq_110,2010-08-17
seq_111,2009-11-20
seq_112,2010-04-26
seq_113,2011-01-10
seq_114,2011-07-27
seq_115,2011-08-20
seq_116,2011-10-10
seq_117,2011-10-22
seq_118,2011-11-14
seq_119,2010-11-14
seq_120,2009-12-30
seq_121,2011-02-01
seq_122,2011-01-04
seq_123,2011-10-20
seq_124,2011-01-01
seq_125,2010-08-05
seq_126,2012-08-27
seq_127,2012-12-12
seq_128,2013-07-22
seq_129,2013-10-01
seq_130,2013-09-06
seq_131,2013-02-21
seq_132,2013-12-27
seq_133,2012-12-27
seq_134,2012-12-07
seq_135,2014-08-05
seq_136,2014-08-27
seq_137,2014-02-17
seq_138,2014-10-28
seq_139,2012-06-27
seq_140,2012-06-13
seq_141,2013-07-18
seq_142,2012-06-28
seq_143,2012-12-18
seq_144,2014-12-05
seq_145,2014-12-22
seq_146,2015-07-06
seq_147,2015-10-23
seq_148,2015-11-24
seq_149,2016-03-29
seq_150,2016-07-30
seq_151,2016-11-11
seq_152,2016-10-01
seq_153,2016-12-30
seq_154,2016-12-13
seq_155,2017-07-25
seq_156,2017-10-22
seq_157,2017-09-01
seq_158,2018-11-08
seq_159,2018-12-03
seq_160,2018-12-05
seq_161,2018-11-27
seq_162,2018-10-22
seq_163,2019-05-05
seq_164,2019-11-29
seq_165,2019-09-24
seq_166,2020-06-10
seq_167,2020-07-01
seq_168,2020-07-01
seq_169,2020-09-09
seq_170,2020-09-20
seq_171,2020-11-18
seq_172,2021-01-21
seq_173,2021-02-16
seq_174,2021-01-21
seq_175,2021-03-14
seq_176,2021-04-19
seq_177,2021-04-01
seq_178,2021-08-18
seq_179,2021-07-29
seq_180,2021-08-03
seq_181,2021-08-18
seq_182,2021-08-18
seq_183,2021-09-21
seq_184,2021-11-24
seq_185,2022-04-08
seq_186,2021-07-31
seq_187,2022-06-01
seq_188,2022-05-09
seq_189,2022-09-11
seq_190,2022-10-01
seq_191,2022-08-24
seq_192,2022-08-24
seq_193,2022-10-17
seq_194,2022-11-13
seq_195,2023-01-19
seq_196,2022-10-07
seq_197,2009-09-09
seq_198,2009-08-31
seq_199,2009-07-17
seq_200,2014-01
seq_201,2012-12
seq_202,2002-01-01
seq_203,2001-01-01
