#name, A, B
NODE_0000000, 0.4514711879114479, 0.5485288120885522
NODE_0000001, 0.9663024013410454, 0.033697598658954615
NODE_0000002, 0.981235675673506, 0.018764324326493918
NODE_0000003, 0.9947934304074243, 0.0052065695925755185
NODE_0000004, 0.999987287031577, 1.2712968422975071e-05
seq_056, 1.0, 0.0
seq_059, 1.0, 0.0
NODE_0000005, 0.9959852773160522, 0.004014722683947748
NODE_0000006, 0.9997287414294116, 0.00027125857058829224
seq_060, 1.0, 0.0
NODE_0000007, 0.9999978617907607, 2.1382092392509317e-06
seq_057, 1.0, 0.0
seq_058, 1.0, 0.0
seq_062, 1.0, 0.0
NODE_0000008, 0.9998505378068063, 0.00014946219319356585
seq_048, 1.0, 0.0
NODE_0000009, 0.9999983963373783, 1.6036626217078763e-06
NODE_0000010, 0.9999999999894483, 1.05516177002964e-11
seq_044, 1.0, 0.0
seq_031, 1.0, 0.0
NODE_0000011, 0.9999999344024709, 6.559752919808355e-08
seq_050, 1.0, 0.0
seq_049, 1.0, 0.0
seq_813, 0.0, 1.0
NODE_0000012, 0.9594378629304511, 0.040562137069549004
seq_054, 1.0, 0.0
NODE_0000013, 0.9849361819349162, 0.015063818065083969
NODE_0000014, 0.9934683732940094, 0.006531626705990722
seq_032, 1.0, 0.0
seq_055, 0.9999999999999999, 0.0
NODE_0000015, 0.4124041657845143, 0.5875958342154857
NODE_0000016, 0.1739077208318844, 0.8260922791681157
NODE_0000017, 2.944778929125447e-06, 0.9999970552210707
seq_242, 0.0, 0.9999999999999999
seq_299, 0.0, 1.0
NODE_0000018, 0.376523438149926, 0.6234765618500739
seq_023, 1.0, 0.0
NODE_0000019, 0.9478743892834083, 0.05212561071659185
NODE_0000020, 0.997676210358052, 0.0023237896419479017
seq_021, 1.0, 0.0
NODE_0000021, 0.9993513615946589, 0.0006486384053411971
seq_011, 1.0, 0.0
NODE_0000022, 0.9996252315899237, 0.00037476841007635285
seq_009, 1.0, 0.0
seq_010, 1.0, 0.0
NODE_0000023, 0.9573834980202346, 0.042616501979765395
seq_008, 1.0, 0.0
NODE_0000024, 0.9950011149697021, 0.004998885030297802
seq_030, 1.0, 0.0
NODE_0000025, 0.9996550588693324, 0.00034494113066769506
seq_042, 0.9999999999999999, 0.0
seq_353, 0.0, 1.0
NODE_0000026, 0.9979113053011358, 0.002088694698864004
seq_069, 1.0, 0.0
NODE_0000027, 0.9966938235313074, 0.003306176468692525
seq_026, 1.0, 0.0
seq_101, 1.0, 0.0
NODE_0000028, 0.9999977879763453, 2.212023654689252e-06
seq_028, 0.9999999999999999, 0.0
NODE_0000029, 0.999999308929898, 6.910701019526971e-07
seq_029, 1.0, 0.0
seq_027, 1.0, 0.0
NODE_0000030, 0.9995945418431151, 0.00040545815688479935
seq_017, 1.0, 0.0
NODE_0000031, 0.9999958745541794, 4.1254458205248726e-06
NODE_0000032, 0.9999996812926392, 3.187073607493578e-07
seq_015, 1.0, 0.0
seq_018, 1.0, 0.0
NODE_0000033, 0.9999999997689438, 2.3105627979293353e-10
seq_019, 1.0, 0.0
NODE_0000034, 0.9999999999998476, 1.5238632747684943e-13
seq_016, 1.0, 0.0
seq_020, 1.0, 0.0
NODE_0000035, 0.7876373652434314, 0.2123626347565685
seq_605, 0.0, 1.0
NODE_0000036, 0.6587294907043313, 0.3412705092956689
seq_406, 0.0, 1.0
NODE_0000037, 0.6295361355192997, 0.37046386448070034
seq_296, 0.0, 1.0
NODE_0000038, 0.6119411922760557, 0.3880588077239443
seq_352, 0.0, 1.0
NODE_0000039, 0.5528923761480316, 0.4471076238519685
NODE_0000040, 0.001131524007805458, 0.9988684759921944
seq_297, 0.0, 1.0
NODE_0000041, 5.048688959667044e-06, 0.9999949513110402
seq_199, 0.0, 1.0
seq_298, 0.0, 1.0
NODE_0000042, 0.6607578649038875, 0.33924213509611245
seq_198, 0.0, 1.0
NODE_0000043, 0.963251890720369, 0.03674810927963089
seq_041, 1.0, 0.0
NODE_0000044, 0.9718528788806061, 0.02814712111939385
NODE_0000045, 0.9903109630341518, 0.009689036965848195
seq_040, 1.0, 0.0
seq_068, 1.0, 0.0
NODE_0000046, 0.999576866805388, 0.00042313319461199407
seq_003, 1.0, 0.0
NODE_0000047, 0.9701231821003555, 0.029876817899644522
seq_007, 1.0, 0.0
seq_239, 0.0, 1.0
NODE_0000048, 0.9987609263595981, 0.001239073640401913
NODE_0000049, 0.537294075903912, 0.4627059240960881
seq_237, 0.0, 1.0
seq_238, 0.0, 1.0
NODE_0000050, 0.9999988687239347, 1.131276065180863e-06
seq_004, 1.0, 0.0
seq_005, 1.0, 0.0
seq_012, 1.0, 0.0
NODE_0000051, 0.9790105542133574, 0.02098944578664275
seq_240, 0.0, 1.0
seq_006, 1.0, 0.0
seq_241, 0.0, 1.0
NODE_0000052, 0.5599631611974968, 0.4400368388025032
NODE_0000053, 0.9999999974314688, 2.568531242964869e-09
seq_001, 1.0, 0.0
seq_002, 1.0, 0.0
NODE_0000054, 0.030852134004300938, 0.9691478659956991
seq_025, 1.0, 0.0
seq_208, 0.0, 1.0
NODE_0000055, 0.4065844415703267, 0.5934155584296734
seq_212, 0.0, 1.0
NODE_0000056, 0.3805789050240413, 0.6194210949759588
seq_210, 0.0, 0.9999999999999999
seq_211, 0.0, 0.9999999999999999
NODE_0000057, 0.8215036215766426, 0.17849637842335744
seq_209, 0.0, 1.0
NODE_0000058, 0.9998615494484716, 0.00013845055152838945
seq_033, 1.0, 0.0
NODE_0000059, 0.9999938963027932, 6.103697206841638e-06
seq_035, 0.9999999999999999, 0.0
NODE_0000060, 0.9999999498595031, 5.014049686124728e-08
NODE_0000061, 0.9999999999041271, 9.587283195679205e-11
seq_024, 1.0, 0.0
seq_037, 1.0, 0.0
NODE_0000062, 0.9999999999684843, 3.1515575666000247e-11
seq_036, 1.0, 0.0
seq_034, 0.9999999999999999, 0.0
NODE_0000063, 0.9878654081870177, 0.01213459181298223
NODE_0000064, 0.9892322980731192, 0.010767701926880773
seq_135, 1.0, 0.0
NODE_0000065, 0.9832786869023252, 0.01672131309767474
seq_122, 1.0, 0.0
seq_125, 1.0, 0.0
NODE_0000066, 0.9988022275148577, 0.0011977724851424047
seq_071, 1.0, 0.0
NODE_0000067, 0.9987766720633002, 0.0012233279366997102
seq_119, 1.0, 0.0
NODE_0000068, 0.9953617827739516, 0.004638217226048409
seq_133, 1.0, 0.0
NODE_0000069, 0.9877042489487436, 0.012295751051256442
NODE_0000070, 0.9357269884438556, 0.06427301155614443
NODE_0000071, 0.987393691737505, 0.012606308262495005
seq_158, 1.0, 0.0
seq_159, 1.0, 0.0
NODE_0000072, 0.015616386027649849, 0.9843836139723503
seq_706, 0.0, 1.0
NODE_0000073, 0.002126280068437223, 0.9978737199315627
seq_703, 0.0, 1.0
seq_705, 0.0, 1.0
NODE_0000074, 0.9996039571017145, 0.00039604289828557455
seq_149, 1.0, 0.0
seq_162, 1.0, 0.0
NODE_0000075, 0.9997486963658466, 0.00025130363415338007
NODE_0000076, 0.9750938121865856, 0.02490618781341437
seq_146, 1.0, 0.0
seq_600, 0.0, 1.0
NODE_0000077, 0.9997863753058958, 0.00021362469410431112
NODE_0000078, 0.9460198689513217, 0.053980131048678236
seq_711, 0.0, 1.0
seq_147, 1.0, 0.0
NODE_0000079, 0.9994383124709891, 0.0005616875290109159
seq_188, 1.0, 0.0
NODE_0000080, 0.9977058380496624, 0.002294161950337525
seq_185, 1.0, 0.0
NODE_0000081, 0.991779078199515, 0.008220921800484978
seq_187, 1.0, 0.0
seq_190, 1.0, 0.0
NODE_0000082, 0.9999467759650206, 5.3224034979425705e-05
seq_013, 1.0, 0.0
NODE_0000083, 0.07356147294696296, 0.9264385270530371
NODE_0000084, 0.07905841110369458, 0.9209415888963053
NODE_0000085, 0.103076474375772, 0.8969235256242278
seq_192, 1.0, 0.0
NODE_0000086, 0.06801822563261463, 0.9319817743673855
seq_338, 0.0, 1.0
seq_388, 0.0, 1.0
NODE_0000087, 0.08117477521329279, 0.9188252247867074
seq_348, 0.0, 1.0
NODE_0000088, 0.08785912642636602, 0.912140873573634
seq_399, 0.0, 1.0
NODE_0000089, 0.09193978431021572, 0.9080602156897843
seq_183, 0.9999999999999999, 0.0
seq_421, 0.0, 1.0
NODE_0000090, 0.06360184678645638, 0.9363981532135437
seq_293, 0.0, 1.0
NODE_0000091, 0.03749532037560501, 0.962504679624395
seq_466, 0.0, 0.9999999999999999
NODE_0000092, 0.015046089259137276, 0.9849539107408627
NODE_0000093, 0.011877977151977552, 0.9881220228480224
seq_626, 0.0, 1.0
NODE_0000094, 0.01014766305158838, 0.9898523369484116
seq_228, 0.0, 1.0
seq_465, 0.0, 1.0
NODE_0000095, 0.02344742707796598, 0.9765525729220341
seq_234, 0.0, 1.0
NODE_0000096, 0.01914728306482048, 0.9808527169351795
NODE_0000097, 0.019157358718556335, 0.9808426412814437
seq_636, 0.0, 1.0
NODE_0000098, 0.015755799419819982, 0.9842442005801801
seq_295, 0.0, 1.0
seq_412, 0.0, 0.9999999999999999
NODE_0000099, 0.0190722483966044, 0.9809277516033956
NODE_0000100, 0.04206345128212041, 0.9579365487178796
seq_383, 0.0, 1.0
NODE_0000101, 0.02475849752610106, 0.975241502473899
seq_414, 0.0, 1.0
seq_715, 0.0, 0.9999999999999999
NODE_0000102, 0.007909004730953875, 0.992090995269046
seq_679, 0.0, 0.9999999999999999
NODE_0000103, 0.02634139466994823, 0.9736586053300517
seq_225, 0.0, 1.0
seq_283, 0.0, 1.0
NODE_0000104, 0.0075568983495941855, 0.9924431016504057
seq_281, 0.0, 0.9999999999999999
NODE_0000105, 0.0098517264280324, 0.9901482735719677
seq_405, 0.0, 0.9999999999999999
NODE_0000106, 0.007246544700578925, 0.9927534552994209
NODE_0000107, 0.023587657176632422, 0.9764123428233676
seq_408, 0.0, 1.0
seq_419, 0.0, 1.0
NODE_0000108, 0.006149045704694966, 0.9938509542953051
seq_404, 0.0, 1.0
NODE_0000109, 0.004766016777291032, 0.995233983222709
seq_229, 0.0, 1.0
NODE_0000110, 0.010456515592508141, 0.9895434844074918
seq_418, 0.0, 1.0
NODE_0000111, 0.014180745564202863, 0.9858192544357972
seq_417, 0.0, 1.0
seq_420, 0.0, 0.9999999999999999
NODE_0000112, 0.013529585540405871, 0.986470414459594
seq_516, 0.0, 0.9999999999999999
NODE_0000113, 0.025808709526326235, 0.9741912904736738
seq_415, 0.0, 1.0
NODE_0000114, 0.029558566358244217, 0.9704414336417557
seq_416, 0.0, 1.0
NODE_0000115, 0.03939865289825242, 0.9606013471017475
seq_403, 0.0, 1.0
seq_515, 0.0, 1.0
NODE_0000116, 0.009380258433009181, 0.9906197415669908
NODE_0000117, 0.020036677419152795, 0.9799633225808473
seq_232, 0.0, 1.0
seq_637, 0.0, 1.0
NODE_0000118, 0.012876903937410254, 0.9871230960625897
NODE_0000119, 0.04293529044745888, 0.9570647095525412
seq_279, 0.0, 1.0
seq_455, 0.0, 1.0
NODE_0000120, 0.02125400675019996, 0.9787459932498
NODE_0000121, 0.09559035189389112, 0.904409648106109
seq_022, 1.0, 0.0
NODE_0000122, 0.05334476141784445, 0.9466552385821556
seq_204, 0.0, 1.0
seq_307, 0.0, 1.0
NODE_0000123, 3.2014923639632434e-06, 0.9999967985076361
seq_203, 0.0, 1.0
seq_205, 0.0, 1.0
NODE_0000124, 0.025873381909237905, 0.9741266180907621
seq_206, 0.0, 1.0
seq_207, 0.0, 1.0
NODE_0000125, 0.008585692528390228, 0.9914143074716097
NODE_0000126, 0.016796738504134667, 0.9832032614958655
seq_422, 0.0, 1.0
seq_504, 0.0, 1.0
NODE_0000127, 0.02434621882561467, 0.9756537811743853
seq_494, 0.0, 0.9999999999999999
seq_649, 0.0, 1.0
NODE_0000128, 0.013970231473245456, 0.9860297685267544
seq_815, 0.0, 0.9999999999999999
NODE_0000129, 0.023017853994599345, 0.9769821460054007
seq_674, 0.0, 1.0
NODE_0000130, 0.03414930205736714, 0.9658506979426329
seq_481, 0.0, 1.0
seq_487, 0.0, 1.0
NODE_0000131, 0.007284901972477752, 0.9927150980275222
NODE_0000132, 0.009217105939998967, 0.990782894060001
seq_329, 0.0, 1.0
seq_814, 0.0, 1.0
NODE_0000133, 0.007441831488784329, 0.9925581685112157
NODE_0000134, 0.0011469478865066514, 0.9988530521134933
seq_233, 0.0, 1.0
NODE_0000135, 0.0009296608432834689, 0.9990703391567164
NODE_0000136, 0.0023191977411056337, 0.9976808022588943
seq_226, 0.0, 1.0
seq_413, 0.0, 0.9999999999999999
NODE_0000137, 0.0015198094546156826, 0.9984801905453843
seq_230, 0.0, 1.0
NODE_0000138, 0.026536694855416213, 0.9734633051445838
seq_379, 0.0, 0.9999999999999999
NODE_0000139, 0.044257385784557006, 0.955742614215443
NODE_0000140, 0.03661726833591032, 0.9633827316640897
seq_339, 0.0, 1.0
NODE_0000141, 0.0005820838471256919, 0.9994179161528743
seq_303, 0.0, 1.0
seq_302, 0.0, 1.0
NODE_0000142, 0.9466001105151552, 0.053399889484844816
seq_134, 1.0, 0.0
NODE_0000143, 0.9999944416328689, 5.55836713102653e-06
seq_130, 1.0, 0.0
seq_120, 1.0, 0.0
NODE_0000144, 0.9999999999810342, 1.8965817579552948e-11
seq_117, 1.0, 0.0
seq_123, 1.0, 0.0
NODE_0000145, 0.011440820020145372, 0.9885591799798547
seq_484, 0.0, 0.9999999999999999
NODE_0000146, 0.006700998918544482, 0.9932990010814554
seq_671, 0.0, 1.0
NODE_0000147, 0.004656868646830134, 0.9953431313531698
seq_654, 0.0, 0.9999999999999999
NODE_0000148, 0.0024733057435933517, 0.9975266942564066
seq_376, 0.0, 1.0
